,emotion,movieTime,users
2021-02-26 11:28:49+09:00,0.0,125.30446195602417,user2
2021-02-26 11:28:51+09:00,3.0,233.79103803634644,user3
2021-02-26 11:29:09+09:00,2.0,261.0668400526047,user4
2021-02-26 11:29:12+09:00,1.0,316.4665789604187,user1
2021-02-26 11:29:13+09:00,0.0,255.5866720676422,user3
2021-02-26 11:29:17+09:00,2.0,259.30060601234436,user3
2021-02-26 11:29:29+09:00,3.0,271.45367407798767,user3
2021-02-26 11:29:39+09:00,2.0,175.8688999414444,user2
2021-02-26 11:29:53+09:00,1.0,358.1204969882965,user1
2021-02-26 11:29:54+09:00,0.0,296.94510900974274,user3
2021-02-26 11:29:59+09:00,1.0,301.6740870475769,user3
2021-02-26 11:30:08+09:00,1.0,204.730908036232,user2
2021-02-26 11:30:08+09:00,1.0,373.27711594104767,user1
2021-02-26 11:30:15+09:00,0.0,211.5256289243698,user2
2021-02-26 11:30:30+09:00,2.0,226.80190300941467,user2
2021-02-26 11:30:33+09:00,0.0,335.6873950958252,user3
2021-02-26 11:30:34+09:00,1.0,346.09402906894684,user4
2021-02-26 11:30:37+09:00,2.0,401.8577389717102,user1
2021-02-26 11:30:37+09:00,4.0,234.20990097522736,user2
2021-02-26 11:31:08+09:00,3.0,380.3185360431671,user4
2021-02-26 11:31:18+09:00,2.0,380.8371740579605,user3
2021-02-26 11:31:39+09:00,0.0,401.5888650417328,user3
2021-02-26 11:31:40+09:00,0.0,296.44351303577423,user2
2021-02-26 11:31:46+09:00,2.0,302.3012319803238,user2
2021-02-26 11:31:52+09:00,2.0,423.697310090065,user4
2021-02-26 11:32:06+09:00,3.0,490.6744669675827,user1
2021-02-26 11:32:07+09:00,1.0,429.4271010160446,user3
2021-02-26 11:32:24+09:00,0.0,446.32766807079315,user3
2021-02-26 11:32:29+09:00,1.0,451.85614705085754,user3
2021-02-26 11:32:31+09:00,1.0,347.55642902851105,user2
2021-02-26 11:32:34+09:00,2.0,456.9162631034851,user3
2021-02-26 11:32:44+09:00,2.0,360.80784797668457,user2
2021-02-26 11:32:54+09:00,-1.0,538.4445279836655,user1
2021-02-26 11:32:58+09:00,0.0,480.1659240722656,user3
2021-02-26 11:32:59+09:00,1.0,490.4756850004196,user4
2021-02-26 11:33:01+09:00,1.0,483.4145020246506,user3
2021-02-26 11:33:31+09:00,0.0,513.9596970081329,user3
2021-02-26 11:33:38+09:00,1.0,583.3533139228821,user1
2021-02-26 11:33:41+09:00,2.0,523.5288540124893,user3
2021-02-26 11:33:44+09:00,0.0,421.0045520067215,user2
2021-02-26 11:33:54+09:00,2.0,430.7873629331589,user2
2021-02-26 11:34:06+09:00,3.0,443.27393901348114,user2
2021-02-26 11:34:08+09:00,0.0,550.4069010019302,user3
2021-02-26 11:34:11+09:00,4.0,553.7817031145096,user3
2021-02-26 11:34:12+09:00,0.0,554.961061000824,user3
2021-02-26 11:34:13+09:00,2.0,564.5845100879669,user4
2021-02-26 11:34:15+09:00,0.0,451.6427010297775,user2
2021-02-26 11:34:19+09:00,1.0,623.6505469083786,user1
2021-02-26 11:34:25+09:00,1.0,461.60165798664093,user2
2021-02-26 11:34:34+09:00,0.0,639.007089972496,user1
2021-02-26 11:35:05+09:00,2.0,616.8262600898743,user4
2021-02-26 11:35:11+09:00,1.0,613.9546411037445,user3
2021-02-26 11:35:12+09:00,2.0,676.4900449514389,user1
2021-02-26 11:35:15+09:00,4.0,617.9327630996704,user3
2021-02-26 11:35:20+09:00,0.0,516.2981050014496,user2
2021-02-26 11:35:20+09:00,0.0,621.9847470521927,user3
2021-02-26 11:35:24+09:00,1.0,636.1086610555649,user4
2021-02-26 11:35:29+09:00,-2.0,631.3752820491791,user3
2021-02-26 11:35:32+09:00,-2.0,528.6247169971466,user2
2021-02-26 11:35:47+09:00,1.0,711.6332559585571,user1
2021-02-26 11:35:56+09:00,0.0,552.3357969522476,user2
2021-02-26 11:35:57+09:00,0.0,659.5371930599213,user3
2021-02-26 11:36:08+09:00,1.0,680.0755400657654,user4
2021-02-26 11:36:10+09:00,-1.0,567.2234770059586,user2
2021-02-26 11:36:12+09:00,3.0,674.0284600257874,user3
2021-02-26 11:36:18+09:00,0.0,574.6293699741364,user2
2021-02-26 11:36:29+09:00,0.0,691.6946771144867,user3
2021-02-26 11:36:29+09:00,3.0,586.0974110364914,user2
2021-02-26 11:36:38+09:00,1.0,700.1735770702362,user3
2021-02-26 11:36:46+09:00,4.0,602.7812379598618,user2
2021-02-26 11:36:51+09:00,2.0,722.9278140068054,user4
2021-02-26 11:36:54+09:00,2.0,779.1877009868622,user1
2021-02-26 11:37:08+09:00,0.0,624.9241629838943,user2
2021-02-26 11:37:34+09:00,2.0,766.1282150745392,user4
2021-02-26 11:37:36+09:00,0.0,821.0697609186172,user1
2021-02-26 11:37:38+09:00,0.0,760.8833930492401,user3
2021-02-26 11:37:42+09:00,1.0,764.2600769996643,user3
2021-02-26 11:38:12+09:00,1.0,804.1883209943771,user4
2021-02-26 11:38:14+09:00,0.0,796.2637920379639,user3
2021-02-26 11:38:28+09:00,2.0,704.816969037056,user2
2021-02-26 11:38:32+09:00,2.0,876.8253589868546,user1
2021-02-26 11:38:43+09:00,0.0,719.7289680242538,user2
2021-02-26 11:39:06+09:00,1.0,742.5008739233017,user2
2021-02-26 11:39:18+09:00,3.0,754.9232820272446,user2
2021-02-26 11:39:21+09:00,3.0,872.5049420595169,user4
2021-02-26 11:39:28+09:00,0.0,932.402291893959,user1
2021-02-26 11:39:31+09:00,1.0,873.1703890562057,user3
2021-02-26 11:39:46+09:00,-1.0,898.1522940397263,user4
2021-02-26 11:39:49+09:00,0.0,891.8879660367966,user3
2021-02-26 11:40:07+09:00,0.0,803.4675250053406,user2
2021-02-26 11:40:31+09:00,2.0,828.2967590093613,user2
2021-02-26 11:41:37+09:00,0.0,893.5450749397278,user2
2021-02-26 11:41:53+09:00,1.0,910.1483119726181,user2
2021-02-26 11:42:17+09:00,2.0,934.135272026062,user2
